,company,level,title,yearsofexperience,yearsatcompany,tag,gender,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
54980,other,other,Software Engineer,8.0,3.0,DevOps,Male,other,0,0,0,0,1,0,1,0,0,0
44474,other,other,Software Engineer,8.0,2.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
25538,other,other,Software Engineer,15.0,2.0,other,Male,0.0,0,0,0,1,0,0,1,0,0,0
46892,intel,other,Software Engineer,20.0,3.0,other,Female,807.0,0,1,0,0,0,1,0,0,0,0
47184,other,other,Software Engineer,17.0,6.0,other,Male,807.0,1,0,0,0,0,0,1,0,0,0
38638,intel,other,Hardware Engineer,5.0,5.0,other,Male,862.0,1,0,0,0,0,1,0,0,0,0
39250,amazon,L6,Product Manager,9.0,3.0,Technical,Male,819.0,1,0,0,0,0,0,0,0,0,1
41166,other,other,Software Engineer,8.0,5.0,Full Stack,Male,501.0,0,1,0,0,0,0,1,0,0,0
52234,other,L4,Software Engineer,1.0,0.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
52122,facebook,other,Product Designer,5.0,0.0,User Experience (UX),Female,807.0,0,1,0,0,0,1,0,0,0,0
52227,google,L3,Software Engineer,3.0,0.0,other,Female,807.0,1,0,0,0,0,1,0,0,0,0
36849,other,L4,Software Engineer,15.0,4.0,DevOps,Male,807.0,1,0,0,0,0,1,0,0,0,0
27325,oracle,other,Software Engineer,4.0,2.0,Distributed Systems (Back-End),Female,819.0,1,0,0,0,0,1,0,0,0,0
42659,other,other,Software Engineer,5.0,5.0,ML / AI,Male,751.0,0,1,0,0,0,0,1,0,0,0
37721,amazon,other,Software Engineer,0.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
29373,amazon,L6,Product Manager,5.0,0.0,other,Male,819.0,1,0,0,0,0,1,0,0,0,0
59072,amazon,L4,Solution Architect,0.0,0.0,Full Stack,Male,501.0,0,1,0,0,0,1,0,0,0,0
26962,other,other,Software Engineer,3.0,1.0,API Development (Back-End),Male,623.0,0,0,1,0,0,1,0,0,0,0
52070,other,other,Software Engineer,5.0,0.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
33352,other,other,Software Engineer,4.0,4.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
54943,amazon,L6,Software Engineer,12.0,11.0,API Development (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
46813,other,other,Software Engineer,1.0,0.0,Distributed Systems (Back-End),Male,501.0,0,1,0,0,0,0,1,0,0,0
48177,other,L5,Software Engineer,12.0,2.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
57214,google,L3,Software Engineer,0.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
59346,amazon,L4,Software Engineer,2.0,0.0,Full Stack,Female,819.0,0,1,0,0,0,1,0,0,0,0
25207,other,L5,Software Engineer,1.0,1.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
50076,amazon,L6,Software Engineer,9.0,0.0,ML / AI,Male,819.0,0,0,1,0,0,1,0,0,0,0
43718,facebook,E5,Software Engineer,10.0,4.0,other,Male,807.0,1,0,0,0,0,0,1,0,0,0
39273,other,other,Software Engineer,6.0,1.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
60483,amazon,L6,Product Manager,10.0,4.0,Technical,Male,819.0,1,0,0,0,0,0,1,0,0,0
56827,other,other,Hardware Engineer,8.0,2.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
50039,other,other,Data Scientist,1.0,0.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
24301,amazon,L7,Product Manager,20.0,1.0,Full Stack,Male,819.0,0,0,1,0,0,0,1,0,0,0
34644,other,L5,Software Engineer,0.0,0.0,Web Development (Front-End),Female,635.0,0,1,0,0,0,0,1,0,0,0
41712,other,other,Software Engineer,8.0,2.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
28054,amazon,L4,Software Engineer,1.0,0.0,Full Stack,Male,819.0,0,1,0,0,0,1,0,0,0,0
34754,other,other,Software Engineer,0.0,0.0,Full Stack,Female,501.0,0,1,0,0,0,1,0,0,0,0
43015,apple,other,Software Engineering Manager,20.0,7.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
44819,google,L4,Software Engineer,9.0,0.0,Distributed Systems (Back-End),Male,560.0,1,0,0,0,0,1,0,0,0,0
51265,amazon,L5,Software Engineer,2.0,0.0,Distributed Systems (Back-End),Male,501.0,0,1,0,0,0,0,0,0,1,0
32676,other,other,Product Manager,25.0,5.0,Product,Male,819.0,0,0,0,1,0,0,1,0,0,0
41271,amazon,L5,Business Analyst,4.0,2.0,Product,Male,819.0,1,0,0,0,0,1,0,0,0,0
42535,other,L5,Software Engineer,8.0,4.0,Web Development (Front-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
54201,other,other,Software Engineer,10.0,3.0,API Development (Back-End),Male,501.0,1,0,0,0,0,1,0,0,0,0
39421,other,other,Software Engineer,2.0,2.0,Full Stack,Male,635.0,0,1,0,0,0,0,1,0,0,0
51762,google,L3,Software Engineer,4.0,1.0,Web Development (Front-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
35983,other,other,Product Manager,7.0,2.0,other,Male,501.0,0,0,0,0,1,0,0,1,0,0
37413,microsoft,other,Software Engineer,3.0,0.0,other,Male,819.0,1,0,0,0,0,0,1,0,0,0
33325,other,L2,Software Engineer,3.0,3.0,Distributed Systems (Back-End),Male,820.0,0,1,0,0,0,0,0,1,0,0
24465,apple,other,Hardware Engineer,4.0,4.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
49986,other,other,Software Engineering Manager,10.0,6.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
40492,other,other,Software Engineer,7.0,0.0,DevOps,Male,623.0,1,0,0,0,0,1,0,0,0,0
39397,cisco,other,Software Engineer,15.0,1.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
33630,facebook,E5,Software Engineer,3.0,2.0,Full Stack,Male,0.0,1,0,0,0,0,0,1,0,0,0
42983,other,other,Technical Program Manager,20.0,1.0,other,Male,820.0,1,0,0,0,0,1,0,0,0,0
51809,microsoft,other,Software Engineer,10.0,3.0,API Development (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
48204,other,other,Product Manager,3.0,2.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
61115,other,other,Software Engineer,1.0,1.0,API Development (Back-End),Male,501.0,0,1,0,0,0,0,1,0,0,0
50629,other,other,Software Engineer,3.0,0.0,Full Stack,Male,807.0,0,1,0,0,0,0,1,0,0,0
42328,other,other,Software Engineer,5.0,3.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
49388,other,other,Product Manager,5.0,3.0,Product,Male,0.0,1,0,0,0,0,0,1,0,0,0
