,company,level,title,yearsofexperience,yearsatcompany,tag,gender,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
57229,other,L7,Software Engineering Manager,15.0,8.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
41235,other,Senior Software Engineer,Software Engineer,5.0,0.0,Full Stack,Male,770.0,1,0,0,0,0,1,0,0,0,0
54800,apple,other,Software Engineer,11.0,0.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
59297,amazon,L5,Software Engineer,3.0,0.0,Full Stack,Male,511.0,1,0,0,0,0,0,1,0,0,0
46715,salesforce,other,Software Engineer,5.0,5.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
24295,other,L4,other,7.0,3.0,other,Male,807.0,1,0,0,0,0,0,1,0,0,0
57423,amazon,L5,Hardware Engineer,6.0,0.0,other,Male,819.0,1,0,0,0,0,0,0,1,0,0
25172,other,L4,Software Engineer,7.0,5.0,Web Development (Front-End),Male,807.0,1,0,0,0,0,0,1,0,0,0
51376,other,other,Software Engineer,9.0,2.0,Web Development (Front-End),Male,508.0,0,1,0,0,0,0,1,0,0,0
49981,other,other,Software Engineer,12.0,0.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
29847,other,other,Software Engineer,4.0,4.0,Full Stack,Male,670.0,0,0,0,1,0,0,1,0,0,0
27039,other,Senior Software Engineer,Software Engineer,9.0,7.0,Web Development (Front-End),Female,803.0,1,0,0,0,0,0,1,0,0,0
28253,other,other,Software Engineer,8.0,8.0,API Development (Back-End),Male,803.0,0,1,0,0,0,1,0,0,0,0
33639,google,L3,Software Engineer,0.0,0.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
44426,other,other,Software Engineering Manager,21.0,7.0,Distributed Systems (Back-End),Male,501.0,0,1,0,0,0,1,0,0,0,0
25028,other,other,Software Engineer,6.0,0.0,Full Stack,Male,807.0,0,1,0,0,0,1,0,0,0,0
35132,other,L3,Software Engineer,2.0,0.0,Full Stack,Male,803.0,0,0,0,0,1,0,0,1,0,0
29938,amazon,L6,Software Engineer,11.0,9.0,Full Stack,Male,0.0,1,0,0,0,0,1,0,0,0,0
60893,other,Senior Software Engineer,Software Engineer,10.0,4.0,Full Stack,Male,807.0,0,0,0,1,0,0,1,0,0,0
23676,other,other,Technical Program Manager,22.0,5.0,other,Male,803.0,1,0,0,0,0,0,1,0,0,0
46368,other,other,Software Engineer,0.0,0.0,API Development (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
40520,other,other,Management Consultant,11.0,6.0,other,Male,511.0,0,1,0,0,0,0,1,0,0,0
37235,google,L5,Software Engineer,5.0,5.0,Full Stack,Male,807.0,0,1,0,0,0,1,0,0,0,0
45024,amazon,L5,Software Engineer,9.0,2.0,API Development (Back-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
31766,amazon,L4,Software Engineer,2.0,0.0,API Development (Back-End),Female,0.0,0,1,0,0,0,0,1,0,0,0
33536,other,L1,Software Engineer,1.0,1.0,Distributed Systems (Back-End),Male,635.0,0,1,0,0,0,1,0,0,0,0
54973,other,other,other,15.0,10.0,other,Male,807.0,1,0,0,0,0,0,1,0,0,0
24956,other,other,Product Manager,9.0,2.0,other,Female,753.0,0,1,0,0,0,0,1,0,0,0
34153,other,other,Software Engineer,0.0,0.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
59301,other,L2,Software Engineer,4.0,1.0,Full Stack,Male,623.0,0,1,0,0,0,0,0,0,1,0
26309,other,other,Software Engineer,7.0,2.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
36709,other,Senior Software Engineer,Software Engineer,8.0,2.0,Web Development (Front-End),Male,807.0,0,1,0,0,0,0,0,0,1,0
41764,other,other,Software Engineer,5.0,1.0,Distributed Systems (Back-End),Male,602.0,0,1,0,0,0,1,0,0,0,0
49365,amazon,L5,Software Engineer,9.0,1.0,Full Stack,Male,819.0,1,0,0,0,0,1,0,0,0,0
46051,other,L4,Software Engineer,8.0,4.0,Distributed Systems (Back-End),Male,618.0,0,1,0,0,0,0,1,0,0,0
24720,other,other,Software Engineer,6.0,6.0,Full Stack,Male,other,0,1,0,0,0,0,1,0,0,0
48360,other,other,Software Engineer,4.0,0.0,DevOps,Male,770.0,1,0,0,0,0,1,0,0,0,0
26465,other,L5,Business Analyst,6.0,2.0,Data,Female,820.0,1,0,0,0,0,0,1,0,0,0
56135,microsoft,other,Software Engineer,18.0,13.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
34628,other,other,Software Engineer,10.0,10.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
57071,other,L3,Software Engineering Manager,12.0,10.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
45536,salesforce,other,Software Engineer,4.0,0.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
44337,google,L5,Software Engineer,15.0,0.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
52168,other,other,Software Engineer,20.0,2.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
39366,other,other,Software Engineer,2.0,1.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
57912,other,L4,Software Engineer,3.0,0.0,Full Stack,Female,501.0,0,1,0,0,0,1,0,0,0,0
45082,other,other,Software Engineer,2.0,0.0,Full Stack,Female,807.0,1,0,0,0,0,1,0,0,0,0
42843,other,L3,Software Engineer,10.0,10.0,Data,Male,515.0,0,1,0,0,0,0,1,0,0,0
29041,other,L3,Software Engineer,15.0,3.0,Web Development (Front-End),Male,807.0,0,1,0,0,0,0,0,0,1,0
32634,other,L2,Hardware Engineer,5.0,5.0,other,Female,807.0,1,0,0,0,0,1,0,0,0,0
32721,other,L4,other,6.0,1.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
50556,other,other,Software Engineer,1.0,0.0,DevOps,Male,807.0,0,1,0,0,0,1,0,0,0,0
42397,other,other,Software Engineer,6.0,1.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
31495,other,other,Software Engineer,4.0,4.0,Web Development (Front-End),Male,670.0,0,1,0,0,0,1,0,0,0,0
57400,other,L3,Hardware Engineer,3.0,0.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
54676,other,other,Software Engineering Manager,8.0,8.0,Full Stack,Male,803.0,1,0,0,0,0,1,0,0,0,0
47404,other,other,Software Engineer,5.0,5.0,Distributed Systems (Back-End),Female,753.0,0,1,0,0,0,0,1,0,0,0
40272,other,L2,other,15.0,1.0,Technical,Male,807.0,0,1,0,0,0,0,0,1,0,0
55269,amazon,L5,Technical Program Manager,10.0,2.0,other,Female,635.0,0,1,0,0,0,1,0,0,0,0
36439,other,other,Software Engineer,2.0,2.0,Data,Female,819.0,1,0,0,0,0,1,0,0,0,0
39948,other,L2,Product Manager,1.0,0.0,Product,Male,807.0,1,0,0,0,0,0,1,0,0,0
50557,google,L3,other,7.0,1.0,Technical,Male,0.0,1,0,0,0,0,1,0,0,0,0
43769,other,IC4,Hardware Engineer,7.0,2.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
28715,microsoft,other,Software Engineer,20.0,12.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
54758,other,other,other,14.0,0.0,other,Male,820.0,1,0,0,0,0,0,1,0,0,0
26797,microsoft,other,Software Engineer,2.0,2.0,Full Stack,Female,819.0,0,1,0,0,0,0,0,1,0,0
41895,other,other,Software Engineer,2.0,1.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
48774,microsoft,other,Product Manager,12.0,2.0,Product,Male,819.0,1,0,0,0,0,1,0,0,0,0
31270,other,L1,Software Engineer,2.0,2.0,other,Male,623.0,0,1,0,0,0,0,0,0,0,1
56689,amazon,L5,Software Engineer,2.0,2.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
36470,other,other,Software Engineer,4.0,3.0,Data,Male,819.0,1,0,0,0,0,1,0,0,0,0
34366,facebook,other,Software Engineer,2.0,2.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
26069,google,L3,Software Engineer,0.0,0.0,other,Female,807.0,0,1,0,0,0,1,0,0,0,0
60009,google,L7,Software Engineer,19.0,8.0,Distributed Systems (Back-End),Male,501.0,0,1,0,0,0,1,0,0,0,0
57798,other,other,other,5.0,1.0,other,Female,807.0,0,1,0,0,0,1,0,0,0,0
33179,other,IC4,Solution Architect,3.0,0.0,Distributed Systems (Back-End),Male,0.0,0,0,1,0,0,1,0,0,0,0
52081,other,other,Business Analyst,15.0,10.0,other,Male,517.0,1,0,0,0,0,1,0,0,0,0
58442,other,other,Software Engineer,15.0,1.0,other,Male,505.0,1,0,0,0,0,0,1,0,0,0
52696,amazon,L4,other,5.0,3.0,other,Male,508.0,0,1,0,0,0,0,1,0,0,0
32747,other,L4,Software Engineer,9.0,0.0,API Development (Back-End),Female,807.0,0,1,0,0,0,1,0,0,0,0
44655,other,other,Product Manager,5.0,3.0,Product,Male,501.0,0,1,0,0,0,0,1,0,0,0
38505,other,other,Hardware Engineer,6.0,4.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
37826,other,other,Software Engineer,14.0,1.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
25961,microsoft,other,Software Engineer,0.0,0.0,other,Female,807.0,0,1,0,0,0,0,1,0,0,0
55929,other,L3,Software Engineer,3.0,0.0,Full Stack,Male,501.0,0,1,0,0,0,1,0,0,0,0
39358,other,other,Software Engineer,3.0,1.0,other,Male,789.0,0,1,0,0,0,0,1,0,0,0
31458,amazon,other,Product Manager,25.0,2.0,Technical,Male,807.0,0,1,0,0,0,0,1,0,0,0
37356,other,L3,Software Engineer,0.0,0.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
52308,amazon,L6,other,15.0,3.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
54384,other,L4,Product Manager,9.0,1.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
46339,facebook,other,Software Engineer,6.0,0.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,1,0,0,0,0
30363,amazon,L5,Software Engineer,6.0,1.0,DevOps,Male,819.0,0,1,0,0,0,0,0,1,0,0
32992,other,other,Product Manager,10.0,1.0,Product,Male,807.0,1,0,0,0,0,1,0,0,0,0
43188,other,other,Software Engineer,6.0,4.0,Full Stack,Male,820.0,0,1,0,0,0,0,1,0,0,0
25469,other,other,Software Engineer,4.0,4.0,API Development (Back-End),Male,other,0,1,0,0,0,0,1,0,0,0
51455,other,L1,Software Engineer,5.0,1.0,Distributed Systems (Back-End),Female,0.0,1,0,0,0,0,0,1,0,0,0
28571,ibm,other,Software Engineer,9.0,8.0,ML / AI,Male,0.0,0,0,1,0,0,0,1,0,0,0
55294,other,other,Software Engineer,15.0,15.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
28037,google,L5,Software Engineer,8.0,7.0,other,Male,501.0,0,0,1,0,0,0,1,0,0,0
40765,salesforce,other,Software Engineer,9.0,1.0,ML / AI,Male,807.0,0,0,1,0,0,1,0,0,0,0
45495,other,L3,Software Engineer,12.0,2.0,other,Male,504.0,0,1,0,0,0,1,0,0,0,0
48067,amazon,L5,Software Engineer,5.0,5.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
28977,other,other,Data Scientist,9.0,1.0,Data,Male,0.0,0,1,0,0,0,1,0,0,0,0
50958,other,L3,Software Engineer,6.0,2.0,Data,Male,0.0,0,1,0,0,0,1,0,0,0,0
33165,microsoft,other,Product Manager,7.0,5.0,other,Male,819.0,0,0,0,1,0,0,1,0,0,0
32810,other,other,Software Engineer,15.0,1.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,0,0,0,0,1
35596,other,other,Data Scientist,0.0,0.0,ML / AI,Male,0.0,0,1,0,0,0,1,0,0,0,0
39425,other,other,Software Engineering Manager,18.0,2.0,other,Male,517.0,1,0,0,0,0,0,1,0,0,0
57225,other,other,Software Engineer,1.0,1.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
33593,other,other,Software Engineering Manager,10.0,1.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
31748,microsoft,other,Software Engineer,0.0,0.0,ML / AI,Male,819.0,0,1,0,0,0,1,0,0,0,0
49618,other,other,Software Engineer,3.0,1.0,other,Male,0.0,1,0,0,0,0,0,1,0,0,0
32500,other,other,Hardware Engineer,1.0,0.0,other,Male,0.0,0,1,0,0,0,0,0,0,1,0
45051,other,other,Software Engineer,8.0,8.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
34719,microsoft,other,Software Engineer,4.0,1.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
46975,other,other,Software Engineer,5.0,0.0,ML / AI,Male,807.0,0,0,1,0,0,1,0,0,0,0
28141,other,L2,Software Engineer,7.0,4.0,Full Stack,Female,807.0,0,0,1,0,0,1,0,0,0,0
57566,other,other,other,10.0,6.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
60388,other,L3,Software Engineer,8.0,0.0,Distributed Systems (Back-End),Female,0.0,0,1,0,0,0,0,1,0,0,0
38855,other,other,Software Engineer,5.0,0.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
27891,amazon,L4,Software Engineer,3.0,0.0,Full Stack,Male,819.0,1,0,0,0,0,1,0,0,0,0
45967,cisco,other,Software Engineer,2.0,2.0,other,Male,807.0,1,0,0,0,0,0,1,0,0,0
56372,other,L1,Software Engineer,1.0,1.0,other,Female,751.0,0,1,0,0,0,1,0,0,0,0
42169,other,other,Product Designer,10.0,2.0,User Experience (UX),Male,515.0,0,0,0,1,0,0,0,0,1,0
27065,other,L5,Product Designer,15.0,1.0,User Experience (UX),Male,501.0,1,0,0,0,0,1,0,0,0,0
44794,other,other,Software Engineer,14.0,8.0,Distributed Systems (Back-End),Male,560.0,0,0,1,0,0,0,1,0,0,0
54865,other,other,Software Engineer,6.0,6.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
46554,other,other,Software Engineer,7.0,0.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
50951,other,other,Data Scientist,4.0,2.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
43221,other,L2,Software Engineer,8.0,1.0,API Development (Back-End),Male,0.0,0,0,0,1,0,0,1,0,0,0
58044,amazon,L6,Software Engineer,9.0,9.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
33430,facebook,L4,Hardware Engineer,4.0,0.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
33561,other,IC4,other,6.0,2.0,other,Female,807.0,1,0,0,0,0,1,0,0,0,0
41794,other,other,Software Engineer,2.0,2.0,Web Development (Front-End),Male,556.0,0,1,0,0,0,0,1,0,0,0
38542,microsoft,other,Data Scientist,7.0,2.0,Data,Female,819.0,0,1,0,0,0,1,0,0,0,0
33892,other,L4,other,6.0,1.0,other,Female,501.0,0,1,0,0,0,0,1,0,0,0
41069,amazon,L1,Product Manager,0.0,0.0,Product,Male,819.0,0,1,0,0,0,0,1,0,0,0
40798,other,other,Product Manager,8.0,3.0,Product,Male,618.0,1,0,0,0,0,0,1,0,0,0
49753,oracle,other,Software Engineer,1.0,1.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
41357,amazon,L4,Software Engineer,0.0,0.0,Full Stack,Female,511.0,1,0,0,0,0,1,0,0,0,0
57868,ibm,other,Software Engineer,4.0,4.0,Distributed Systems (Back-End),Male,501.0,0,1,0,0,0,0,1,0,0,0
27549,oracle,other,Software Engineer,25.0,20.0,other,Male,635.0,1,0,0,0,0,1,0,0,0,0
27854,other,L6,Software Engineer,8.0,1.0,Web Development (Front-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
49132,amazon,L7,Product Manager,12.0,7.0,Technical,Female,501.0,1,0,0,0,0,0,0,0,0,1
50745,other,other,Software Engineer,6.0,1.0,Full Stack,Male,0.0,0,1,0,0,0,0,1,0,0,0
52947,amazon,L5,Software Engineer,9.0,2.0,Full Stack,Female,0.0,0,1,0,0,0,1,0,0,0,0
55488,other,L5,Software Engineer,14.0,0.0,other,Male,501.0,1,0,0,0,0,0,1,0,0,0
43654,other,other,Software Engineering Manager,12.0,2.0,Distributed Systems (Back-End),Female,0.0,0,1,0,0,0,1,0,0,0,0
58988,cisco,other,Solution Architect,20.0,10.0,other,Male,753.0,0,1,0,0,0,0,1,0,0,0
43912,other,Senior Software Engineer,Software Engineer,5.0,1.0,Full Stack,Male,807.0,0,1,0,0,0,0,1,0,0,0
58884,microsoft,other,Software Engineer,3.0,2.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
41063,other,other,Management Consultant,10.0,2.0,other,Female,0.0,1,0,0,0,0,0,0,0,0,1
33481,google,L3,Software Engineer,1.0,1.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
31686,amazon,L5,Software Engineer,5.0,0.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
52404,other,other,Software Engineer,3.0,3.0,Distributed Systems (Back-End),Female,0.0,0,1,0,0,0,1,0,0,0,0
24707,microsoft,other,Technical Program Manager,13.0,3.0,Full Stack,Male,819.0,1,0,0,0,0,0,1,0,0,0
45328,amazon,other,Software Engineering Manager,11.0,1.0,ML / AI,Male,819.0,0,0,1,0,0,1,0,0,0,0
50208,google,L4,Software Engineer,6.0,2.0,ML / AI,Male,0.0,1,0,0,0,0,0,0,0,0,1
26640,other,other,Software Engineer,10.0,10.0,Data,Male,0.0,1,0,0,0,0,1,0,0,0,0
26452,other,L3,Product Designer,4.0,1.0,User Experience (UX),Male,506.0,1,0,0,0,0,1,0,0,0,0
48079,other,other,Business Analyst,8.0,8.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
59892,other,other,Product Manager,4.0,2.0,Technical,Male,556.0,1,0,0,0,0,0,0,0,0,1
41652,other,other,Management Consultant,3.0,3.0,other,Male,506.0,1,0,0,0,0,0,1,0,0,0
41121,other,other,Software Engineer,5.0,0.0,Distributed Systems (Back-End),Male,501.0,0,1,0,0,0,0,1,0,0,0
60164,other,other,Hardware Engineer,20.0,12.0,other,Male,757.0,0,1,0,0,0,0,1,0,0,0
31848,apple,other,Hardware Engineer,9.0,4.0,other,Male,807.0,0,0,1,0,0,0,0,1,0,0
42176,other,other,Software Engineer,5.0,1.0,Web Development (Front-End),Male,other,0,0,0,0,1,0,0,0,0,1
45696,other,other,Solution Architect,23.0,23.0,Distributed Systems (Back-End),Female,616.0,0,1,0,0,0,0,1,0,0,0
47683,other,other,Software Engineer,5.0,2.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
27274,oracle,other,Technical Program Manager,10.0,2.0,other,Female,819.0,0,1,0,0,0,0,1,0,0,0
29820,other,L6,other,12.0,3.0,Technical,Female,807.0,0,1,0,0,0,0,0,1,0,0
58283,other,other,Software Engineer,5.0,5.0,other,Male,803.0,1,0,0,0,0,0,0,1,0,0
45199,other,L2,other,8.0,4.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
48422,other,other,Software Engineer,3.0,1.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
51690,other,other,Software Engineer,1.0,1.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
54138,other,L3,Software Engineer,2.0,0.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
33928,other,L3,other,7.0,2.0,Product,Male,501.0,1,0,0,0,0,0,1,0,0,0
26580,amazon,L5,Software Engineer,5.0,0.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,0,0,1,0,0
27778,microsoft,other,Software Engineer,1.0,1.0,Full Stack,Male,819.0,1,0,0,0,0,1,0,0,0,0
53663,amazon,L6,Product Manager,12.0,5.0,Technical,Male,819.0,1,0,0,0,0,1,0,0,0,0
25400,other,other,other,7.0,1.0,other,Female,803.0,0,1,0,0,0,1,0,0,0,0
57955,other,L5,Software Engineer,11.0,0.0,Full Stack,Male,0.0,1,0,0,0,0,0,0,0,1,0
25535,amazon,L5,Software Engineer,5.0,5.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
33089,other,other,Product Designer,8.0,0.0,User Experience (UX),Male,501.0,0,1,0,0,0,0,0,0,0,1
49145,ibm,other,Software Engineer,8.0,8.0,API Development (Back-End),Female,618.0,0,1,0,0,0,0,0,0,0,1
33620,other,other,Software Engineer,2.0,1.0,Full Stack,Male,659.0,0,1,0,0,0,0,1,0,0,0
40980,other,L3,Software Engineer,5.0,5.0,API Development (Back-End),Male,753.0,1,0,0,0,0,1,0,0,0,0
57770,other,other,Software Engineer,1.0,0.0,Full Stack,Male,517.0,1,0,0,0,0,0,1,0,0,0
59922,other,L3,Software Engineer,12.0,3.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
26609,salesforce,other,Software Engineer,0.0,0.0,Full Stack,Male,807.0,0,1,0,0,0,1,0,0,0,0
35323,other,other,Software Engineer,0.0,0.0,Distributed Systems (Back-End),Female,501.0,0,1,0,0,0,1,0,0,0,0
53463,other,other,Software Engineer,10.0,2.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
30783,google,L3,Software Engineer,4.0,2.0,Data,Male,807.0,0,0,1,0,0,1,0,0,0,0
45886,other,L3,Software Engineer,6.0,1.0,Distributed Systems (Back-End),Male,506.0,0,1,0,0,0,0,0,0,0,1
54757,other,other,Business Analyst,5.0,5.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
25315,other,other,Product Manager,20.0,6.0,ML / AI,Male,807.0,1,0,0,0,0,0,0,0,0,1
52389,other,L3,Software Engineer,9.0,2.0,Web Development (Front-End),Male,602.0,1,0,0,0,0,0,1,0,0,0
31190,other,other,Software Engineer,3.0,3.0,ML / AI,Male,751.0,1,0,0,0,0,1,0,0,0,0
48248,cisco,other,Software Engineer,24.0,23.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,0,1,0,0,0
44792,google,L4,Software Engineer,4.0,4.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,0,0,0,0,1
35177,microsoft,other,Software Engineer,12.0,6.0,API Development (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
41125,other,L5,Product Designer,7.0,0.0,User Experience (UX),Female,501.0,1,0,0,0,0,1,0,0,0,0
40255,other,other,Software Engineer,1.0,1.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,0,0,0,1,0
35717,cisco,other,Software Engineer,13.0,13.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
29302,other,L2,Software Engineer,5.0,1.0,Full Stack,Male,506.0,0,1,0,0,0,0,1,0,0,0
42056,other,other,Software Engineer,10.0,1.0,DevOps,Male,0.0,0,1,0,0,0,1,0,0,0,0
38183,microsoft,other,Software Engineer,4.0,0.0,Distributed Systems (Back-End),Male,524.0,0,1,0,0,0,1,0,0,0,0
54982,other,other,Business Analyst,1.0,1.0,other,Male,511.0,0,1,0,0,0,1,0,0,0,0
47905,oracle,other,Business Analyst,24.0,24.0,other,Male,803.0,1,0,0,0,0,0,1,0,0,0
43228,other,other,Software Engineer,2.0,2.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
46971,other,other,Software Engineer,7.0,1.0,Full Stack,Male,501.0,1,0,0,0,0,1,0,0,0,0
61802,microsoft,other,Software Engineer,15.0,1.0,Full Stack,Male,819.0,0,1,0,0,0,0,1,0,0,0
60472,other,L5,Software Engineer,3.0,2.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
39071,facebook,L6,Software Engineer,12.0,6.0,Full Stack,Male,511.0,0,1,0,0,0,0,1,0,0,0
59745,amazon,L5,Software Engineer,7.0,1.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,0,1,0,0,0
37713,amazon,other,Product Manager,20.0,3.0,Product,Male,807.0,0,1,0,0,0,0,1,0,0,0
36967,other,other,Software Engineer,3.0,2.0,Full Stack,Male,0.0,0,1,0,0,0,0,0,0,1,0
49661,other,other,Data Scientist,13.0,13.0,other,Male,613.0,0,1,0,0,0,0,0,0,1,0
58444,other,L4,Data Scientist,4.0,2.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
42780,ibm,other,Software Engineer,2.0,1.0,Full Stack,Male,560.0,0,1,0,0,0,0,0,0,1,0
47681,other,other,Data Scientist,7.0,7.0,other,Male,0.0,0,0,1,0,0,0,1,0,0,0
44966,other,other,Product Designer,5.0,2.0,User Experience (UX),Other,501.0,0,1,0,0,0,0,0,1,0,0
36192,other,other,Software Engineer,8.0,1.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
58792,other,L4,Software Engineer,8.0,0.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
57209,salesforce,L7,Product Designer,8.0,3.0,User Experience (UX),Male,0.0,1,0,0,0,0,1,0,0,0,0
47199,other,L2,Business Analyst,4.0,2.0,other,Female,501.0,0,1,0,0,0,0,1,0,0,0
54385,other,Senior Software Engineer,Software Engineer,5.0,2.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
37070,other,L4,Software Engineer,7.0,2.0,API Development (Back-End),Female,501.0,1,0,0,0,0,1,0,0,0,0
34177,other,L5,Software Engineering Manager,20.0,4.0,Full Stack,Male,505.0,0,1,0,0,0,0,1,0,0,0
23901,other,other,Software Engineer,7.0,1.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
48297,amazon,L6,Software Engineer,8.0,8.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
37992,other,other,Product Manager,9.0,2.0,Product,Male,0.0,1,0,0,0,0,1,0,0,0,0
52003,other,other,Technical Program Manager,20.0,8.0,other,Male,618.0,0,1,0,0,0,1,0,0,0,0
39565,facebook,other,Software Engineer,15.0,0.0,ML / AI,Male,807.0,0,0,1,0,0,0,0,0,0,1
27788,other,L3,Software Engineer,1.0,1.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
37120,amazon,L7,Software Engineering Manager,20.0,1.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
39089,google,L5,Product Designer,4.0,2.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
41083,microsoft,other,Product Manager,13.0,0.0,Product,Male,819.0,1,0,0,0,0,0,1,0,0,0
48255,google,L3,Software Engineer,2.0,2.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
43811,facebook,other,Software Engineer,10.0,5.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
41286,other,other,Software Engineer,0.0,0.0,other,Male,501.0,0,1,0,0,0,0,1,0,0,0
51298,microsoft,other,Software Engineer,8.0,4.0,other,Male,819.0,1,0,0,0,0,1,0,0,0,0
44388,other,other,Software Engineer,2.0,2.0,API Development (Back-End),Male,602.0,0,1,0,0,0,1,0,0,0,0
60628,other,other,Software Engineer,16.0,6.0,Full Stack,Female,807.0,1,0,0,0,0,1,0,0,0,0
52537,amazon,L6,Solution Architect,10.0,3.0,other,Male,819.0,0,1,0,0,0,0,0,0,0,1
59882,amazon,L5,Software Engineer,5.0,5.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
