,company,level,title,totalyearlycompensation,yearsofexperience,yearsatcompany,tag,gender,cityid,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
28657,microsoft,other,Software Engineer,167000,25.0,3.0,Full Stack,Male,11521,819.0,1,0,0,0,0,0,1,0,0,0
28659,ibm,other,Software Engineer,110000,2.0,0.0,Full Stack,Male,11109,618.0,1,0,0,0,0,0,1,0,0,0
28660,microsoft,other,Software Engineer,180000,5.0,5.0,other,Female,11521,819.0,0,1,0,0,0,1,0,0,0,0
28662,microsoft,other,Software Engineer,199000,6.0,1.0,Distributed Systems (Back-End),Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
28664,microsoft,other,Solution Architect,204000,20.0,2.0,other,Male,11896,609.0,0,1,0,0,0,0,1,0,0,0
28665,other,other,Technical Program Manager,150000,15.0,9.0,Data,Male,4893,0.0,0,1,0,0,0,1,0,0,0,0
28667,other,other,Software Engineer,35000,4.0,1.0,API Development (Back-End),Female,4058,0.0,0,1,0,0,0,1,0,0,0,0
28669,microsoft,other,Technical Program Manager,243000,15.0,2.0,other,Male,11521,819.0,0,1,0,0,0,1,0,0,0,0
28671,other,other,Software Engineer,45000,0.0,0.0,API Development (Back-End),Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
28674,microsoft,other,Software Engineer,112000,3.0,3.0,Full Stack,Male,11039,623.0,0,1,0,0,0,0,1,0,0,0
28677,other,other,Software Engineer,140000,4.0,4.0,Web Development (Front-End),Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
28681,other,other,Software Engineering Manager,133000,20.0,2.0,other,Male,11109,618.0,1,0,0,0,0,0,1,0,0,0
28682,oracle,other,Solution Architect,210000,30.0,4.0,other,Male,8820,506.0,1,0,0,0,0,0,1,0,0,0
28686,other,L4,Business Analyst,120000,7.0,1.0,other,Male,8198,602.0,1,0,0,0,0,0,1,0,0,0
28687,microsoft,other,Software Engineer,225000,6.0,4.0,Distributed Systems (Back-End),Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
28688,salesforce,other,Software Engineer,190000,18.0,2.0,other,Male,8198,602.0,0,1,0,0,0,1,0,0,0,0
28689,other,other,Software Engineer,172000,5.0,1.0,Web Development (Front-End),Female,10965,635.0,0,1,0,0,0,0,1,0,0,0
28690,amazon,L6,other,197000,11.0,1.0,other,Female,10965,635.0,1,0,0,0,0,0,1,0,0,0
28691,other,L4,Software Engineer,81000,2.0,0.0,Data,Male,5906,0.0,0,1,0,0,0,0,1,0,0,0
28695,other,other,Software Engineering Manager,185000,36.0,16.0,API Development (Back-End),Male,7419,807.0,1,0,0,0,0,0,1,0,0,0
28696,other,other,Business Analyst,118000,6.0,3.0,other,Male,8198,602.0,0,1,0,0,0,0,0,0,0,1
28697,amazon,other,Software Engineer,160000,1.0,0.0,Full Stack,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
28698,microsoft,other,other,195000,21.0,3.0,other,Male,11775,0.0,0,0,0,1,0,0,1,0,0,0
28699,amazon,L5,other,118000,8.0,1.0,other,Female,11109,618.0,0,1,0,0,0,0,1,0,0,0
28700,other,L4,Software Engineer,240000,5.0,0.0,other,Female,10182,501.0,0,1,0,0,0,1,0,0,0,0
28701,microsoft,other,Software Engineering Manager,325000,28.0,28.0,Data,Male,11521,819.0,1,0,0,0,0,0,0,0,1,0
28702,other,other,Product Manager,221000,10.0,1.0,Product,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
28703,other,other,Software Engineering Manager,329000,15.0,2.0,DevOps,Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
28705,oracle,other,other,178000,35.0,23.0,Product,Male,10522,820.0,0,1,0,0,0,0,1,0,0,0
28708,other,other,Software Engineer,10000,5.0,5.0,Full Stack,Male,14855,0.0,0,1,0,0,0,1,0,0,0,0
28710,intel,other,Hardware Engineer,249000,21.0,10.0,other,Male,7422,807.0,0,1,0,0,0,1,0,0,0,0
28711,other,other,Data Scientist,97000,2.0,2.0,ML / AI,Male,10276,510.0,0,1,0,0,0,0,1,0,0,0
28712,oracle,other,other,130000,11.0,2.0,other,Female,11527,819.0,1,0,0,0,0,0,1,0,0,0
28713,microsoft,other,Software Engineer,263000,6.0,6.0,API Development (Back-End),Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
28715,microsoft,other,Software Engineer,212000,20.0,12.0,Distributed Systems (Back-End),Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
28717,amazon,L6,Product Manager,230000,6.0,2.0,Product,Female,11527,819.0,1,0,0,0,0,1,0,0,0,0
28720,google,L3,Software Engineer,195000,4.0,0.0,API Development (Back-End),Female,7413,807.0,0,1,0,0,0,0,1,0,0,0
28721,google,L3,Software Engineer,117000,1.0,1.0,other,Female,12008,0.0,0,1,0,0,0,1,0,0,0,0
28726,microsoft,other,Data Scientist,248000,15.0,5.0,Data,Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
28729,other,other,Business Analyst,142000,8.0,5.0,other,Male,7419,807.0,1,0,0,0,0,0,1,0,0,0
28732,google,L3,Software Engineer,197000,2.0,2.0,other,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
28733,other,Senior Software Engineer,Software Engineer,243000,6.0,3.0,other,Male,10182,501.0,0,1,0,0,0,0,0,0,0,1
28736,amazon,L5,Software Engineer,185000,7.0,1.0,Full Stack,Male,11342,511.0,0,1,0,0,0,0,0,0,1,0
28737,other,other,Business Analyst,76000,1.0,1.0,Technical,Male,40303,511.0,0,1,0,0,0,0,1,0,0,0
28739,other,other,Software Engineer,140000,1.0,1.0,Full Stack,Male,9920,501.0,0,1,0,0,0,1,0,0,0,0
28740,microsoft,other,other,219000,15.0,4.0,Product,Female,7199,807.0,0,1,0,0,0,1,0,0,0,0
28742,other,other,Software Engineer,130000,15.0,1.0,Full Stack,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
28743,facebook,other,Product Manager,365000,8.0,4.0,Product,Male,7300,807.0,1,0,0,0,0,0,1,0,0,0
28744,facebook,other,Software Engineer,228000,1.0,1.0,other,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
28745,other,L1,Business Analyst,60000,3.0,3.0,other,Female,9592,560.0,0,1,0,0,0,0,0,0,1,0
28746,other,other,Software Engineer,185000,2.0,0.0,API Development (Back-End),Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
28747,other,other,Software Engineer,85000,1.0,1.0,Web Development (Front-End),Female,9194,613.0,0,1,0,0,0,0,0,1,0,0
28748,microsoft,other,Software Engineer,185000,8.0,4.0,Full Stack,Male,40303,511.0,1,0,0,0,0,0,1,0,0,0
28749,other,other,Software Engineer,200000,0.0,0.0,Distributed Systems (Back-End),Male,8198,602.0,1,0,0,0,0,1,0,0,0,0
28751,other,Senior Software Engineer,Data Scientist,276000,8.0,3.0,Data,Male,7419,807.0,0,0,1,0,0,0,1,0,0,0
28752,other,other,Software Engineer,104000,20.0,14.0,Full Stack,Male,11204,623.0,0,0,0,0,1,0,0,0,0,1
28753,other,other,Product Designer,175000,5.0,1.0,other,Female,10182,501.0,0,1,0,0,0,1,0,0,0,0
28754,other,other,Product Manager,223000,12.0,9.0,Product,Male,9594,517.0,1,0,0,0,0,0,1,0,0,0
28755,other,L3,Product Designer,190000,10.0,3.0,User Experience (UX),Male,7369,807.0,0,1,0,0,0,0,1,0,0,0
28760,other,other,Software Engineer,31000,5.0,0.0,Full Stack,Female,42498,0.0,0,1,0,0,0,1,0,0,0,0
28761,other,L1,Business Analyst,110000,2.0,0.0,other,Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
28762,microsoft,other,Product Designer,206000,6.0,1.0,User Experience (UX),Male,11470,819.0,1,0,0,0,0,1,0,0,0,0
28763,microsoft,other,Software Engineer,180000,8.0,8.0,Distributed Systems (Back-End),Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
28764,facebook,other,Software Engineer,506000,25.0,0.0,other,Male,11470,819.0,0,0,0,0,1,0,1,0,0,0
28765,microsoft,other,Software Engineer,31000,2.0,2.0,Full Stack,Male,47926,0.0,1,0,0,0,0,1,0,0,0,0
28770,other,other,Product Manager,387000,18.0,4.0,Product,Male,11497,819.0,0,1,0,0,0,0,1,0,0,0
28771,google,L3,Software Engineer,225000,4.0,2.0,Distributed Systems (Back-End),Male,11497,819.0,1,0,0,0,0,1,0,0,0,0
28774,other,other,Software Engineer,160000,11.0,0.0,other,Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
28775,oracle,other,Product Manager,202000,10.0,2.0,other,Male,7419,807.0,1,0,0,0,0,0,1,0,0,0
28779,apple,other,Hardware Engineer,285000,10.0,5.0,other,Male,7158,807.0,1,0,0,0,0,0,0,1,0,0
28781,google,L3,other,153000,6.0,2.0,other,Male,7472,807.0,0,1,0,0,0,0,1,0,0,0
28782,other,other,Software Engineer,210000,15.0,4.0,ML / AI,Female,7275,803.0,0,0,1,0,0,0,0,0,1,0
28783,google,L5,Software Engineer,356000,10.0,4.0,other,Male,7322,807.0,0,1,0,0,0,0,0,0,0,1
28788,other,other,Software Engineer,70000,2.0,2.0,Full Stack,Male,11385,511.0,0,1,0,0,0,0,1,0,0,0
28789,microsoft,other,Software Engineer,170000,12.0,5.0,Full Stack,Male,11527,819.0,0,0,1,0,0,0,1,0,0,0
28790,microsoft,other,Software Engineer,230000,15.0,5.0,Full Stack,Male,11521,819.0,1,0,0,0,0,0,1,0,0,0
28793,other,other,Software Engineer,170000,6.0,3.0,Data,Female,9920,501.0,1,0,0,0,0,1,0,0,0,0
28795,amazon,L6,other,410000,11.0,1.0,other,Male,1311,0.0,0,1,0,0,0,0,1,0,0,0
28797,amazon,L4,Software Engineer,158000,0.0,0.0,API Development (Back-End),Male,10965,635.0,0,1,0,0,0,0,1,0,0,0
28798,other,other,Software Engineer,228000,1.0,1.0,Distributed Systems (Back-End),Male,7472,807.0,0,1,0,0,0,1,0,0,0,0
28799,microsoft,other,other,254000,18.0,13.0,Full Stack,Female,9052,505.0,0,1,0,0,0,0,1,0,0,0
28801,google,L5,Software Engineer,370000,8.0,4.0,API Development (Back-End),Male,7275,803.0,0,0,1,0,0,0,1,0,0,0
28803,other,other,Software Engineer,455000,12.0,3.0,API Development (Back-End),Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
28804,other,other,Solution Architect,85000,3.0,1.0,other,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
28805,oracle,other,Solution Architect,384000,15.0,1.0,other,Male,11343,511.0,0,1,0,0,0,0,1,0,0,0
28808,facebook,other,other,320000,14.0,2.0,other,Male,7419,807.0,1,0,0,0,0,0,1,0,0,0
28812,microsoft,other,Technical Program Manager,346000,15.0,1.0,other,Male,40303,511.0,1,0,0,0,0,0,0,1,0,0
28814,google,other,Software Engineer,308000,20.0,5.0,Full Stack,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
28815,microsoft,other,Software Engineer,233000,14.0,14.0,other,Male,11521,819.0,0,1,0,0,0,0,0,1,0,0
28819,other,other,Software Engineer,118000,2.0,2.0,Distributed Systems (Back-End),Male,8816,506.0,0,1,0,0,0,1,0,0,0,0
28823,other,other,Software Engineer,40000,12.0,1.0,Full Stack,Male,4062,0.0,0,1,0,0,0,1,0,0,0,0
28825,other,other,Software Engineer,204000,6.0,6.0,API Development (Back-End),Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
28826,apple,other,Software Engineer,197000,2.0,2.0,other,Male,7158,807.0,0,1,0,0,0,0,1,0,0,0
28830,other,other,Software Engineer,325000,20.0,2.0,DevOps,Male,7126,825.0,0,1,0,0,0,0,0,0,0,1
28834,other,L5,other,160000,16.0,2.0,other,Male,7129,855.0,1,0,0,0,0,0,0,0,1,0
28835,other,other,Management Consultant,245000,18.0,3.0,other,Male,6765,0.0,1,0,0,0,0,1,0,0,0,0
28837,other,L2,Software Engineer,25000,5.0,1.0,Web Development (Front-End),Male,6453,0.0,0,1,0,0,0,1,0,0,0,0
28838,other,L2,Software Engineer,68000,5.0,1.0,Full Stack,Male,6713,0.0,0,1,0,0,0,0,1,0,0,0
28841,other,L3,other,155000,7.0,7.0,Product,Male,7351,807.0,0,1,0,0,0,1,0,0,0,0
28843,cisco,other,Software Engineer,152000,4.0,4.0,other,Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
28844,other,L2,other,108000,3.0,3.0,other,Female,7647,501.0,1,0,0,0,0,0,1,0,0,0
28846,other,other,Software Engineer,38000,10.0,2.0,Distributed Systems (Back-End),Male,42498,0.0,1,0,0,0,0,1,0,0,0,0
28847,amazon,L5,Solution Architect,135000,6.0,1.0,Data,Male,3722,0.0,1,0,0,0,0,0,1,0,0,0
28849,other,L1,Software Engineer,50000,15.0,3.0,DevOps,Male,4846,0.0,0,1,0,0,0,0,1,0,0,0
28851,other,other,Business Analyst,93000,19.0,7.0,other,Male,7649,501.0,1,0,0,0,0,0,1,0,0,0
28852,ibm,L7,Software Engineer,70000,15.0,15.0,Full Stack,Female,28920,649.0,1,0,0,0,0,1,0,0,0,0
28853,other,other,Software Engineer,130000,20.0,15.0,Full Stack,Male,11591,617.0,0,1,0,0,0,1,0,0,0,0
28854,other,other,Software Engineer,108000,4.0,4.0,other,Male,11355,511.0,0,1,0,0,0,0,1,0,0,0
28856,other,other,other,342000,25.0,2.0,other,Female,7322,807.0,0,1,0,0,0,0,1,0,0,0
28857,other,L3,other,120000,6.0,4.0,other,Male,7886,503.0,0,1,0,0,0,0,1,0,0,0
28858,other,other,Software Engineer,199000,25.0,20.0,Full Stack,Male,7667,504.0,0,1,0,0,0,0,0,0,1,0
28859,other,other,Software Engineer,127000,2.0,2.0,Distributed Systems (Back-End),Male,5906,0.0,0,1,0,0,0,0,1,0,0,0
28863,other,other,Software Engineer,90000,2.0,0.0,Full Stack,Male,7533,751.0,0,1,0,0,0,0,1,0,0,0
28865,other,other,Product Designer,227000,11.0,1.0,User Experience (UX),Male,10104,501.0,0,1,0,0,0,0,1,0,0,0
28866,other,other,Software Engineer,258000,22.0,8.0,other,Female,7422,807.0,1,0,0,0,0,1,0,0,0,0
28871,microsoft,other,Software Engineer,131000,0.0,0.0,other,Male,1320,0.0,1,0,0,0,0,0,0,1,0,0
28872,other,other,Software Engineer,87000,2.0,1.0,other,Male,11896,609.0,1,0,0,0,0,0,1,0,0,0
28875,other,L3,Software Engineering Manager,270000,20.0,10.0,Full Stack,Male,1317,560.0,0,1,0,0,0,0,1,0,0,0
28876,microsoft,other,Software Engineer,177000,0.0,0.0,Distributed Systems (Back-End),Male,11521,819.0,0,1,0,0,0,0,1,0,0,0
28878,other,other,Software Engineer,106000,1.0,0.0,API Development (Back-End),Male,11039,623.0,1,0,0,0,0,1,0,0,0,0
28880,other,L6,Software Engineer,626000,8.0,2.0,other,Male,7548,751.0,0,1,0,0,0,0,1,0,0,0
28881,other,other,Data Scientist,165000,7.0,4.0,Data,Female,10522,820.0,0,1,0,0,0,0,1,0,0,0
28882,other,other,other,93000,3.0,3.0,other,Male,8399,527.0,1,0,0,0,0,1,0,0,0,0
28883,ibm,other,Data Scientist,156000,3.0,3.0,ML / AI,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
28885,facebook,other,Software Engineer,233000,1.0,1.0,other,Male,7300,807.0,0,1,0,0,0,1,0,0,0,0
28886,other,L1,Software Engineer,205000,0.0,0.0,other,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
28889,other,L4,Software Engineering Manager,149000,5.0,5.0,DevOps,Male,8811,506.0,1,0,0,0,0,0,1,0,0,0
28890,amazon,L5,Data Scientist,300000,7.0,7.0,ML / AI,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
28893,other,other,Software Engineer,208000,9.0,0.0,other,Male,7422,807.0,0,1,0,0,0,1,0,0,0,0
28894,other,other,Business Analyst,132000,6.0,2.0,other,Male,7839,524.0,1,0,0,0,0,1,0,0,0,0
28895,other,L4,Software Engineer,190000,1.0,0.0,Full Stack,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
28898,microsoft,other,Technical Program Manager,230000,20.0,10.0,other,Male,7839,524.0,0,0,0,0,1,0,1,0,0,0
28899,other,other,Software Engineer,135000,4.0,1.0,ML / AI,Female,11527,819.0,1,0,0,0,0,1,0,0,0,0
28901,apple,other,Hardware Engineer,205000,6.0,4.0,other,Male,7158,807.0,0,0,1,0,0,1,0,0,0,0
28902,amazon,L5,Solution Architect,211000,3.0,1.0,other,Male,1242,528.0,0,1,0,0,0,0,0,0,1,0
28904,google,L4,Product Designer,201000,9.0,4.0,User Experience (UX),Female,11497,819.0,1,0,0,0,0,0,1,0,0,0
28905,other,L3,Software Engineer,90000,0.0,0.0,other,Female,10965,635.0,0,1,0,0,0,1,0,0,0,0
28910,other,other,Data Scientist,305000,6.0,2.0,Data,Female,7419,807.0,0,0,1,0,0,0,1,0,0,0
28911,other,L2,Software Engineer,168000,0.0,0.0,Data,Male,7434,807.0,1,0,0,0,0,1,0,0,0,0
28913,salesforce,other,Software Engineer,171000,1.0,1.0,Distributed Systems (Back-End),Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
28918,other,L4,Software Engineer,80000,6.0,4.0,Distributed Systems (Back-End),Male,6580,0.0,0,1,0,0,0,0,1,0,0,0
28920,amazon,L4,Data Scientist,170000,5.0,0.0,ML / AI,Female,11527,819.0,1,0,0,0,0,1,0,0,0,0
28921,microsoft,other,Data Scientist,234000,8.0,5.0,ML / AI,Male,11527,819.0,0,0,1,0,0,0,1,0,0,0
28924,other,other,Software Engineer,135000,2.0,1.0,DevOps,Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
28927,apple,other,Hardware Engineer,250000,3.0,1.0,other,Male,7158,807.0,0,0,1,0,0,1,0,0,0,0
28932,other,L3,Technical Program Manager,150000,8.0,1.0,other,Male,11204,623.0,1,0,0,0,0,1,0,0,0,0
28933,other,other,Product Designer,230000,0.0,0.0,User Experience (UX),Male,7419,807.0,0,1,0,0,0,0,0,1,0,0
28934,other,Senior Software Engineer,Software Engineer,130000,4.0,3.0,Full Stack,Female,7229,803.0,1,0,0,0,0,1,0,0,0,0
28935,other,Senior Software Engineer,Hardware Engineer,146000,3.0,0.0,other,Male,7434,807.0,1,0,0,0,0,1,0,0,0,0
28940,other,other,Software Engineer,90000,0.0,0.0,other,Male,7943,524.0,0,1,0,0,0,0,0,1,0,0
28943,microsoft,other,Software Engineer,220000,8.0,8.0,ML / AI,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
28944,other,other,Software Engineer,245000,8.0,0.0,Full Stack,Male,7351,807.0,1,0,0,0,0,1,0,0,0,0
28946,microsoft,other,Product Manager,239000,20.0,4.0,Technical,Male,11521,819.0,1,0,0,0,0,0,0,0,1,0
28952,microsoft,other,Software Engineering Manager,233000,9.0,6.0,API Development (Back-End),Male,11521,819.0,1,0,0,0,0,0,1,0,0,0
28954,amazon,L4,Software Engineer,157000,0.0,0.0,ML / AI,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
28955,microsoft,other,Software Engineer,210000,6.0,6.0,Full Stack,Male,8816,506.0,1,0,0,0,0,0,0,0,0,1
28957,other,other,Software Engineer,128000,20.0,5.0,other,Male,11229,641.0,1,0,0,0,0,0,1,0,0,0
28959,amazon,L4,Software Engineer,173000,0.0,0.0,API Development (Back-End),Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
28961,other,other,Software Engineer,315000,9.0,3.0,Distributed Systems (Back-End),Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
28964,microsoft,other,other,206000,11.0,4.0,other,Female,1206,0.0,1,0,0,0,0,1,0,0,0,0
28965,other,other,Software Engineer,170000,5.0,3.0,other,Female,7392,807.0,0,0,1,0,0,1,0,0,0,0
28970,google,L3,Software Engineer,247000,5.0,2.0,Distributed Systems (Back-End),Male,7322,807.0,0,1,0,0,0,1,0,0,0,0
28973,other,other,Technical Program Manager,220000,20.0,10.0,DevOps,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
28976,other,L2,Software Engineer,145000,12.0,2.0,DevOps,Male,7434,807.0,0,1,0,0,0,1,0,0,0,0
28977,other,other,Data Scientist,32000,9.0,1.0,Data,Male,47926,0.0,0,1,0,0,0,1,0,0,0,0
28978,other,other,Software Engineer,166000,6.0,5.0,other,Male,7434,807.0,1,0,0,0,0,1,0,0,0,0
28979,other,other,Software Engineer,115000,11.0,5.0,Distributed Systems (Back-End),Male,4594,0.0,1,0,0,0,0,1,0,0,0,0
28980,microsoft,other,Software Engineer,167000,3.0,3.0,Data,Male,11521,819.0,0,1,0,0,0,0,1,0,0,0
28981,other,other,Data Scientist,50000,4.0,1.0,ML / AI,Male,1384,0.0,1,0,0,0,0,0,1,0,0,0
28982,cisco,other,Software Engineering Manager,320000,20.0,10.0,API Development (Back-End),Male,8816,506.0,1,0,0,0,0,0,1,0,0,0
28983,other,other,Product Designer,160000,7.0,4.0,User Experience (UX),Male,8821,506.0,0,1,0,0,0,1,0,0,0,0
28985,other,other,Software Engineer,225000,10.0,1.0,Full Stack,Female,15900,0.0,0,1,0,0,0,0,1,0,0,0
28986,other,other,Software Engineer,475000,7.0,3.0,other,Male,7472,807.0,1,0,0,0,0,0,1,0,0,0
28987,other,L5,Software Engineer,133000,5.0,1.0,API Development (Back-End),Female,10965,635.0,1,0,0,0,0,1,0,0,0,0
28991,facebook,E5,Software Engineer,394000,7.0,0.0,Full Stack,Male,11527,819.0,1,0,0,0,0,0,0,1,0,0
28993,amazon,L6,Product Manager,315000,7.0,3.0,Product,Male,11527,819.0,1,0,0,0,0,0,1,0,0,0
28995,other,other,Business Analyst,145000,2.0,2.0,other,Female,10182,501.0,0,1,0,0,0,0,0,0,0,1
28997,other,other,Business Analyst,147000,35.0,3.0,other,Female,6736,0.0,1,0,0,0,0,0,1,0,0,0
28998,amazon,other,Software Engineer,120000,5.0,0.0,Full Stack,Male,4893,0.0,0,1,0,0,0,0,0,0,0,1
29000,other,other,Business Analyst,65000,0.0,0.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
29001,other,other,Software Engineer,10000,1.0,1.0,Web Development (Front-End),Male,4062,0.0,0,1,0,0,0,1,0,0,0,0
29002,other,other,other,46000,4.0,4.0,other,Male,42498,0.0,1,0,0,0,0,1,0,0,0,0
29004,other,L4,Software Engineer,210000,5.0,0.0,Full Stack,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
29005,other,other,Software Engineer,94000,4.0,4.0,Full Stack,Male,40303,511.0,0,1,0,0,0,0,1,0,0,0
29009,other,L4,Software Engineer,377000,1.0,1.0,Full Stack,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
29011,other,other,Software Engineer,110000,12.0,5.0,API Development (Back-End),Male,4058,0.0,1,0,0,0,0,1,0,0,0,0
29013,microsoft,other,Solution Architect,275000,20.0,7.0,other,Male,7042,753.0,0,1,0,0,0,0,0,1,0,0
29014,other,other,Software Engineering Manager,138000,10.0,8.0,other,Male,8893,506.0,1,0,0,0,0,0,1,0,0,0
29016,microsoft,other,Product Manager,166000,0.0,0.0,Product,Female,11527,819.0,0,1,0,0,0,0,0,0,1,0
29018,amazon,L4,Software Engineer,117000,1.0,1.0,API Development (Back-End),Male,1311,0.0,1,0,0,0,0,0,1,0,0,0
29019,other,other,Software Engineering Manager,325000,20.0,4.0,Full Stack,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
29020,other,other,Software Engineer,140000,0.0,0.0,API Development (Back-End),Male,7427,807.0,0,1,0,0,0,0,1,0,0,0
29021,other,other,Software Engineer,165000,2.0,2.0,API Development (Back-End),Female,7335,807.0,0,1,0,0,0,1,0,0,0,0
29024,google,L4,Business Analyst,190000,6.0,1.0,other,Male,7322,807.0,0,1,0,0,0,0,0,0,0,1
29026,amazon,L5,Software Engineer,200000,5.0,4.0,Full Stack,Male,8816,506.0,0,1,0,0,0,1,0,0,0,0
29027,microsoft,other,Software Engineer,220000,15.0,1.0,Full Stack,Male,12008,0.0,0,1,0,0,0,0,0,1,0,0
29029,other,other,other,285000,18.0,10.0,other,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
29031,other,other,Software Engineer,85000,2.0,0.0,Full Stack,Female,6924,670.0,1,0,0,0,0,1,0,0,0,0
29033,amazon,L5,other,230000,10.0,0.0,other,Male,11109,618.0,0,1,0,0,0,0,0,0,0,1
29034,microsoft,other,other,307000,18.0,14.0,Product,Male,11527,819.0,0,1,0,0,0,0,0,0,0,1
29035,amazon,other,Software Engineer,227000,6.0,5.0,Distributed Systems (Back-End),Male,7042,753.0,0,1,0,0,0,0,1,0,0,0
29036,other,other,Software Engineer,284000,20.0,4.0,other,Male,7351,807.0,1,0,0,0,0,1,0,0,0,0
29040,salesforce,other,Technical Program Manager,161000,10.0,1.0,other,Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
29041,other,L3,Software Engineer,188000,15.0,3.0,Web Development (Front-End),Male,7419,807.0,0,1,0,0,0,0,0,0,1,0
29042,microsoft,other,Data Scientist,194000,3.0,3.0,ML / AI,Male,11470,819.0,1,0,0,0,0,0,0,0,0,1
29043,other,other,Software Engineer,207000,6.0,2.0,Full Stack,Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
29045,amazon,L6,Software Engineer,245000,30.0,8.0,Full Stack,Male,40303,511.0,1,0,0,0,0,0,0,1,0,0
29046,amazon,other,Software Engineer,165000,3.0,1.0,API Development (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
29047,other,L3,Software Engineer,30000,7.0,4.0,API Development (Back-End),Male,13147,0.0,0,1,0,0,0,1,0,0,0,0
29049,other,other,other,110000,2.0,2.0,Technical,Male,10492,801.0,0,0,1,0,0,1,0,0,0,0
29050,other,other,other,52000,5.0,1.0,other,Male,8198,602.0,0,0,0,1,0,0,0,1,0,0
29053,other,other,Software Engineer,55000,3.0,3.0,Full Stack,Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
29056,other,L3,Product Manager,240000,8.0,3.0,Product,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
29059,other,L4,Hardware Engineer,186000,12.0,12.0,other,Male,7422,807.0,0,1,0,0,0,1,0,0,0,0
29060,ibm,other,Software Engineer,119000,3.0,3.0,Distributed Systems (Back-End),Male,10965,635.0,1,0,0,0,0,1,0,0,0,0
29061,amazon,L7,Product Manager,350000,14.0,6.0,other,Female,11527,819.0,1,0,0,0,0,0,1,0,0,0
29062,other,L2,Software Engineer,183000,2.0,2.0,Distributed Systems (Back-End),Male,7434,807.0,1,0,0,0,0,1,0,0,0,0
29063,facebook,other,Software Engineer,423000,9.0,0.0,ML / AI,Male,12008,0.0,1,0,0,0,0,0,1,0,0,0
29064,amazon,other,Software Engineer,27000,3.0,2.0,API Development (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
29066,other,other,Software Engineer,17000,2.0,2.0,Full Stack,Female,42498,0.0,0,1,0,0,0,1,0,0,0,0
29070,microsoft,other,Software Engineer,45000,5.0,1.0,other,Male,47926,0.0,0,1,0,0,0,1,0,0,0,0
29073,amazon,L4,Software Engineer,123000,1.0,1.0,ML / AI,Male,8816,506.0,0,1,0,0,0,0,1,0,0,0
29075,other,other,Software Engineer,37000,9.0,6.0,Distributed Systems (Back-End),Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
29076,facebook,E5,Software Engineer,368000,5.0,0.0,ML / AI,Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
29077,other,other,Software Engineer,500000,12.0,7.0,Data,Male,7322,807.0,0,0,1,0,0,0,1,0,0,0
29078,other,other,Management Consultant,80000,0.0,0.0,Technical,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
