,company,level,title,totalyearlycompensation,yearsofexperience,yearsatcompany,tag,gender,cityid,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
57361,other,other,Product Manager,35000,8.0,2.0,Product,Male,42498,0.0,1,0,0,0,0,1,0,0,0,0
57362,other,L3,Software Engineer,152000,6.0,2.0,Full Stack,Female,10182,501.0,0,1,0,0,0,0,1,0,0,0
57363,other,other,Software Engineer,100000,2.0,2.0,Web Development (Front-End),Female,10182,501.0,0,1,0,0,0,0,1,0,0,0
57364,amazon,L4,Software Engineer,173000,2.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
57366,amazon,L6,Technical Program Manager,299000,17.0,0.0,other,Male,9920,501.0,0,1,0,0,0,0,0,0,0,1
57367,google,L5,Software Engineer,354000,22.0,11.0,API Development (Back-End),Male,10182,501.0,1,0,0,0,0,0,1,0,0,0
57369,other,L3,Software Engineer,285000,0.0,0.0,ML / AI,Male,7419,807.0,0,0,1,0,0,1,0,0,0,0
57371,other,other,Software Engineer,175000,5.0,1.0,Web Development (Front-End),Male,7351,807.0,1,0,0,0,0,1,0,0,0,0
57372,salesforce,other,Software Engineer,94000,9.0,2.0,ML / AI,Male,4058,0.0,1,0,0,0,0,1,0,0,0,0
57373,other,L5,Software Engineer,233000,4.0,0.0,API Development (Back-End),Male,7839,524.0,1,0,0,0,0,1,0,0,0,0
57374,other,other,Software Engineer,60000,9.0,9.0,Distributed Systems (Back-End),Male,42498,0.0,1,0,0,0,0,1,0,0,0,0
57379,other,other,Technical Program Manager,242000,20.0,0.0,other,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
57381,ibm,other,Software Engineer,155000,8.0,5.0,other,Male,7548,751.0,0,1,0,0,0,0,1,0,0,0
57382,other,other,Software Engineer,104000,4.0,2.0,Data,Male,41970,613.0,0,1,0,0,0,0,1,0,0,0
57383,amazon,L7,Product Manager,350000,7.0,2.0,Product,Female,7419,807.0,1,0,0,0,0,0,1,0,0,0
57384,amazon,L4,Software Engineer,89000,4.0,0.0,Full Stack,Male,4893,0.0,1,0,0,0,0,0,1,0,0,0
57385,other,L4,Data Scientist,231000,5.0,1.0,other,Male,7275,803.0,0,1,0,0,0,1,0,0,0,0
57386,other,L3,other,150000,5.0,1.0,Technical,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
57388,cisco,other,Software Engineer,89000,8.0,4.0,other,Male,5906,0.0,1,0,0,0,0,1,0,0,0,0
57390,other,other,Software Engineer,59000,2.0,0.0,API Development (Back-End),Male,8821,506.0,0,1,0,0,0,1,0,0,0,0
57391,other,other,other,140000,10.0,4.0,other,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
57394,other,other,Software Engineer,420000,20.0,4.0,other,Male,7322,807.0,0,1,0,0,0,0,0,0,0,1
57397,other,other,Software Engineer,96000,2.0,1.0,Full Stack,Female,14015,534.0,1,0,0,0,0,1,0,0,0,0
57398,other,other,Software Engineer,215000,4.0,0.0,API Development (Back-End),Female,10965,635.0,0,1,0,0,0,1,0,0,0,0
57399,other,other,Software Engineer,140000,3.0,0.0,Full Stack,Female,40303,511.0,0,1,0,0,0,1,0,0,0,0
57400,other,L3,Hardware Engineer,171000,3.0,0.0,other,Male,7434,807.0,0,1,0,0,0,1,0,0,0,0
57401,amazon,other,Software Engineer,256000,4.0,4.0,Full Stack,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
57404,other,L6,Product Manager,299000,8.0,0.0,other,Female,7275,803.0,1,0,0,0,0,1,0,0,0,0
57405,other,L5,Software Engineer,235000,7.0,2.0,other,Male,7351,807.0,1,0,0,0,0,1,0,0,0,0
57407,other,other,Software Engineer,195000,6.0,1.0,ML / AI,Female,10965,635.0,1,0,0,0,0,0,1,0,0,0
57409,other,L4,Software Engineer,251000,5.0,2.0,Data,Male,1180,770.0,0,1,0,0,0,0,1,0,0,0
57410,google,L3,Software Engineer,181000,0.0,0.0,Full Stack,Male,7472,807.0,0,1,0,0,0,1,0,0,0,0
57411,other,other,Software Engineer,44000,4.0,2.0,API Development (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
57412,amazon,L5,Software Engineer,207000,7.0,3.0,Distributed Systems (Back-End),Male,4015,0.0,1,0,0,0,0,0,1,0,0,0
57413,salesforce,other,Technical Program Manager,255000,8.0,4.0,other,Male,11527,819.0,1,0,0,0,0,0,1,0,0,0
57415,other,L2,Software Engineer,200000,1.0,0.0,API Development (Back-End),Male,7392,807.0,0,1,0,0,0,1,0,0,0,0
57416,facebook,E5,Software Engineer,543000,12.0,5.0,Web Development (Front-End),Male,7419,807.0,0,1,0,0,0,0,0,0,0,1
57421,facebook,IC4,Software Engineer,268000,5.0,3.0,other,Female,7300,807.0,1,0,0,0,0,1,0,0,0,0
57423,amazon,L5,Hardware Engineer,191000,6.0,0.0,other,Male,11521,819.0,1,0,0,0,0,0,0,1,0,0
57424,amazon,L5,Product Manager,119000,17.0,6.0,Product,Male,7718,571.0,1,0,0,0,0,0,1,0,0,0
57425,other,other,Product Manager,180000,15.0,1.0,other,Male,7438,803.0,0,1,0,0,0,0,1,0,0,0
57426,ibm,L6,Software Engineer,65000,2.0,2.0,API Development (Back-End),Male,3468,0.0,0,1,0,0,0,1,0,0,0,0
57428,google,L6,Product Manager,352000,15.0,0.0,other,Female,8821,506.0,1,0,0,0,0,0,1,0,0,0
57432,other,other,Business Analyst,100000,3.0,2.0,other,Male,8656,541.0,0,1,0,0,0,0,1,0,0,0
57433,other,other,Technical Program Manager,372000,15.0,3.0,other,Male,7434,807.0,0,0,1,0,0,1,0,0,0,0
57434,microsoft,other,Software Engineer,125000,6.0,3.0,Full Stack,Female,1320,0.0,0,1,0,0,0,1,0,0,0,0
57437,oracle,other,Software Engineer,190000,5.0,0.0,Distributed Systems (Back-End),Male,10965,635.0,1,0,0,0,0,1,0,0,0,0
57438,other,L2,Software Engineer,296000,4.0,0.0,Distributed Systems (Back-End),Female,10182,501.0,1,0,0,0,0,1,0,0,0,0
57439,other,other,Software Engineer,163000,8.0,2.0,Full Stack,Female,8816,506.0,0,1,0,0,0,0,1,0,0,0
57440,other,other,other,79000,4.0,4.0,other,Male,10274,515.0,0,1,0,0,0,0,1,0,0,0
57441,other,other,Data Scientist,140000,1.0,1.0,other,Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
57442,other,other,Management Consultant,59000,1.0,1.0,other,Female,1206,0.0,0,1,0,0,0,1,0,0,0,0
57445,google,L5,Software Engineer,138000,9.0,6.0,Distributed Systems (Back-End),Male,1291,0.0,1,0,0,0,0,0,0,0,0,1
57446,other,IC4,Software Engineer,266000,5.0,5.0,ML / AI,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
57447,other,L7,Software Engineer,140000,15.0,2.0,Data,Male,8198,602.0,0,1,0,0,0,1,0,0,0,0
57448,microsoft,other,other,280000,12.0,7.0,other,Male,17912,0.0,1,0,0,0,0,1,0,0,0,0
57449,google,L4,Software Engineer,273000,3.0,0.0,Distributed Systems (Back-End),Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
57451,apple,other,Software Engineer,348000,12.0,5.0,Full Stack,Male,7158,807.0,0,1,0,0,0,0,1,0,0,0
57452,other,other,Software Engineer,131000,5.0,5.0,Full Stack,Male,7839,524.0,0,1,0,0,0,0,0,0,0,1
57457,amazon,L6,Software Engineer,278000,6.0,6.0,Distributed Systems (Back-End),Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
57458,other,other,Software Engineer,183000,2.0,0.0,API Development (Back-End),Male,10104,501.0,0,1,0,0,0,1,0,0,0,0
57459,oracle,other,Software Engineer,50000,14.0,1.0,API Development (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
57461,other,L6,Software Engineer,675000,9.0,0.0,ML / AI,Male,7322,807.0,1,0,0,0,0,1,0,0,0,0
57462,amazon,L6,Technical Program Manager,417000,15.0,0.0,other,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
57465,other,other,other,197000,10.0,1.0,other,Female,10182,501.0,0,1,0,0,0,1,0,0,0,0
57466,other,L2,Software Engineer,166000,2.0,1.0,Web Development (Front-End),Male,7419,807.0,1,0,0,0,0,0,0,1,0,0
57467,amazon,L4,Software Engineer,130000,6.0,0.0,API Development (Back-End),Male,1206,0.0,1,0,0,0,0,0,0,0,1,0
57468,microsoft,other,Software Engineer,202000,3.0,0.0,Full Stack,Male,11521,819.0,1,0,0,0,0,0,1,0,0,0
57471,microsoft,other,Software Engineer,22000,4.0,4.0,other,Male,47926,0.0,0,1,0,0,0,1,0,0,0,0
57472,google,L5,Software Engineer,236000,5.0,5.0,other,Male,1311,0.0,1,0,0,0,0,1,0,0,0,0
57473,other,other,Software Engineer,180000,4.0,2.0,Web Development (Front-End),Male,1311,0.0,0,1,0,0,0,0,1,0,0,0
57474,other,other,Software Engineer,19000,4.0,1.0,Web Development (Front-End),Male,13147,0.0,0,1,0,0,0,1,0,0,0,0
57477,other,other,Software Engineer,149000,5.0,0.0,Web Development (Front-End),Male,1311,0.0,0,1,0,0,0,0,1,0,0,0
57479,facebook,other,Software Engineer,338000,2.0,2.0,Data,Male,7300,807.0,0,0,1,0,0,0,1,0,0,0
57483,other,L3,Data Scientist,61000,3.0,1.0,other,Male,6580,0.0,1,0,0,0,0,0,1,0,0,0
57484,other,other,Hardware Engineer,115000,5.0,1.0,other,Male,4037,0.0,0,0,0,0,1,0,1,0,0,0
57486,microsoft,other,Data Scientist,143000,5.0,0.0,other,Male,12008,0.0,1,0,0,0,0,0,1,0,0,0
57488,other,L6,Software Engineering Manager,485000,15.0,3.0,Full Stack,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
57492,other,other,Software Engineer,134000,5.0,0.0,API Development (Back-End),Female,12008,0.0,0,1,0,0,0,0,1,0,0,0
57493,cisco,other,Software Engineer,196000,9.0,1.0,other,Male,1317,560.0,1,0,0,0,0,1,0,0,0,0
57494,other,other,Software Engineer,69000,10.0,5.0,Distributed Systems (Back-End),Male,4062,0.0,1,0,0,0,0,1,0,0,0,0
57495,cisco,other,Hardware Engineer,237000,9.0,5.0,other,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
57496,salesforce,other,Software Engineer,193000,2.0,1.0,Full Stack,Female,7419,807.0,1,0,0,0,0,1,0,0,0,0
57497,ibm,other,Software Engineer,80000,2.0,2.0,API Development (Back-End),Female,5794,0.0,0,1,0,0,0,0,0,0,0,1
57498,other,other,Software Engineer,301000,11.0,4.0,Distributed Systems (Back-End),Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
57499,other,other,Solution Architect,130000,3.0,1.0,other,Male,7776,534.0,0,1,0,0,0,1,0,0,0,0
57500,other,other,Software Engineer,130000,10.0,5.0,Full Stack,Male,10002,790.0,1,0,0,0,0,0,1,0,0,0
57502,other,other,Software Engineer,81000,0.0,0.0,other,Male,7839,524.0,0,1,0,0,0,1,0,0,0,0
57506,ibm,L7,Software Engineer,132000,2.0,0.0,API Development (Back-End),Male,7422,807.0,1,0,0,0,0,0,1,0,0,0
57508,other,L4,Software Engineer,631000,9.0,0.0,Data,Male,7300,807.0,1,0,0,0,0,1,0,0,0,0
57509,microsoft,other,Software Engineer,176000,3.0,0.0,API Development (Back-End),Male,11521,819.0,0,1,0,0,0,0,0,1,0,0
57510,intel,other,Software Engineer,179000,6.0,5.0,other,Male,7434,807.0,1,0,0,0,0,1,0,0,0,0
57511,other,other,Software Engineer,90000,10.0,9.0,Full Stack,Male,9364,616.0,1,0,0,0,0,1,0,0,0,0
57512,other,other,Software Engineer,250000,4.0,1.0,Distributed Systems (Back-End),Male,7322,807.0,0,1,0,0,0,0,0,1,0,0
57513,other,other,Solution Architect,227000,20.0,1.0,other,Male,10965,635.0,1,0,0,0,0,1,0,0,0,0
57514,google,L5,Technical Program Manager,260000,5.0,4.0,other,Female,7419,807.0,0,1,0,0,0,0,1,0,0,0
57515,other,other,Software Engineering Manager,97000,21.0,2.0,Full Stack,Male,14391,0.0,0,0,0,0,1,0,1,0,0,0
57517,other,other,Software Engineer,98000,6.0,4.0,Full Stack,Male,11470,819.0,1,0,0,0,0,0,1,0,0,0
57525,other,L4,Software Engineer,202000,5.0,0.0,Full Stack,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
57526,amazon,L5,Software Engineer,157000,4.0,0.0,other,Male,1206,0.0,0,1,0,0,0,0,1,0,0,0
57527,other,other,Management Consultant,184000,6.0,3.0,other,Male,17912,0.0,1,0,0,0,0,1,0,0,0,0
57528,other,L2,Software Engineer,126000,8.0,1.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
57530,microsoft,other,Product Manager,193000,2.0,2.0,Product,Male,11527,819.0,0,1,0,0,0,0,0,0,0,1
57531,other,other,Hardware Engineer,245000,13.0,10.0,other,Male,10965,635.0,1,0,0,0,0,1,0,0,0,0
57532,other,other,Technical Program Manager,96000,8.0,3.0,other,Male,13672,560.0,0,1,0,0,0,0,1,0,0,0
57533,other,other,Software Engineer,74000,1.0,1.0,Full Stack,Male,17912,0.0,0,1,0,0,0,1,0,0,0,0
57534,other,other,Data Scientist,16000,0.0,0.0,Data,Male,8399,527.0,0,1,0,0,0,1,0,0,0,0
57536,other,L3,Software Engineer,177000,0.0,0.0,API Development (Back-End),Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
57538,other,other,Management Consultant,122000,8.0,7.0,other,Female,10522,820.0,1,0,0,0,0,1,0,0,0,0
57539,amazon,L5,Software Engineer,112000,3.0,0.0,Full Stack,Male,12008,0.0,0,1,0,0,0,0,1,0,0,0
57540,microsoft,other,Hardware Engineer,132000,10.0,2.0,other,Female,11521,819.0,0,1,0,0,0,0,1,0,0,0
57541,other,other,Software Engineer,114000,8.0,1.0,other,Male,10522,820.0,0,1,0,0,0,0,1,0,0,0
57542,other,other,Business Analyst,221000,20.0,1.0,other,Male,7422,807.0,1,0,0,0,0,0,0,1,0,0
57543,other,L5,Product Manager,225000,5.0,1.0,other,Male,11342,511.0,0,1,0,0,0,0,1,0,0,0
57547,other,other,Software Engineer,160000,4.0,1.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
57549,other,other,Hardware Engineer,325000,25.0,25.0,other,Male,7434,807.0,1,0,0,0,0,1,0,0,0,0
57550,facebook,E5,Software Engineer,402000,9.0,0.0,Full Stack,Male,7300,807.0,1,0,0,0,0,1,0,0,0,0
57551,other,IC4,other,231000,9.0,2.0,other,Female,7419,807.0,0,1,0,0,0,0,1,0,0,0
57552,other,other,Hardware Engineer,211000,2.0,2.0,other,Female,7434,807.0,1,0,0,0,0,1,0,0,0,0
57553,other,other,Software Engineer,82000,1.0,1.0,other,Male,11369,511.0,0,1,0,0,0,0,0,1,0,0
57554,other,other,Software Engineer,144000,0.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,0,0,1,0,0,1,0,0,0,0
57555,ibm,other,Solution Architect,350000,20.0,0.0,other,Male,10274,515.0,0,1,0,0,0,0,1,0,0,0
57557,google,L6,Software Engineer,451000,12.0,11.0,other,Male,9593,560.0,0,1,0,0,0,0,1,0,0,0
57561,other,L3,Software Engineer,35000,0.0,0.0,API Development (Back-End),Male,11801,0.0,0,1,0,0,0,0,1,0,0,0
57562,other,L4,Software Engineer,43000,1.0,1.0,API Development (Back-End),Male,11801,0.0,0,1,0,0,0,0,1,0,0,0
57563,other,L4,Software Engineer,46000,2.0,2.0,API Development (Back-End),Male,11801,0.0,0,1,0,0,0,0,1,0,0,0
57564,other,other,Hardware Engineer,92000,1.0,1.0,other,Male,7275,803.0,0,1,0,0,0,1,0,0,0,0
57566,other,other,other,171000,10.0,6.0,other,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
57568,google,L3,Software Engineer,179000,0.0,0.0,Distributed Systems (Back-End),Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
57569,facebook,E5,Software Engineer,386000,10.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,0,0,1,0,0
57570,other,L3,Software Engineer,150000,2.0,0.0,Data,Male,7392,807.0,1,0,0,0,0,1,0,0,0,0
57571,microsoft,other,Software Engineer,181000,4.0,0.0,API Development (Back-End),Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
57574,google,L4,Software Engineer,339000,5.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,0,1,0,0,0
57575,other,other,Software Engineer,267000,6.0,6.0,Full Stack,Male,7275,803.0,0,1,0,0,0,0,1,0,0,0
57577,amazon,L4,Solution Architect,140000,0.0,0.0,other,Male,10965,635.0,0,1,0,0,0,1,0,0,0,0
57578,apple,other,Hardware Engineer,255000,18.0,1.0,other,Male,7158,807.0,1,0,0,0,0,1,0,0,0,0
57580,salesforce,other,Solution Architect,175000,9.0,1.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
57581,other,L2,Software Engineer,71000,3.0,0.0,ML / AI,Other,11997,0.0,1,0,0,0,0,1,0,0,0,0
57583,google,L4,Software Engineer,317000,3.0,3.0,other,Male,8816,506.0,0,0,1,0,0,0,1,0,0,0
57585,facebook,L5,other,260000,12.0,2.0,Technical,Female,10182,501.0,0,1,0,0,0,0,0,0,0,1
57587,cisco,other,Data Scientist,245000,4.0,0.0,other,Male,10182,501.0,0,0,1,0,0,0,1,0,0,0
57590,other,other,Business Analyst,160000,4.0,4.0,other,Female,10182,501.0,0,1,0,0,0,0,1,0,0,0
57591,other,L4,Software Engineer,274000,3.0,0.0,API Development (Back-End),Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
57592,other,other,Management Consultant,89000,2.0,2.0,other,Male,7275,803.0,0,1,0,0,0,0,1,0,0,0
57593,other,other,Software Engineer,160000,0.0,0.0,Full Stack,Female,10182,501.0,1,0,0,0,0,1,0,0,0,0
57594,other,L1,Business Analyst,77000,0.0,0.0,other,Male,8816,506.0,0,1,0,0,0,1,0,0,0,0
57595,other,other,Software Engineer,318000,6.0,1.0,API Development (Back-End),Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
57598,other,other,Data Scientist,78000,1.0,1.0,other,Male,7839,524.0,0,1,0,0,0,1,0,0,0,0
57600,other,L6,Software Engineer,260000,14.0,0.0,API Development (Back-End),Male,8198,602.0,0,1,0,0,0,1,0,0,0,0
57609,other,other,Software Engineer,250000,40.0,20.0,API Development (Back-End),Male,7229,803.0,0,1,0,0,0,0,1,0,0,0
57611,other,other,Software Engineer,109000,3.0,3.0,Full Stack,Male,11039,623.0,0,1,0,0,0,1,0,0,0,0
57613,amazon,L5,Data Scientist,246000,5.0,2.0,other,Male,11527,819.0,0,0,1,0,0,1,0,0,0,0
57614,other,other,Technical Program Manager,265000,20.0,10.0,other,Male,11470,819.0,1,0,0,0,0,1,0,0,0,0
57616,other,other,Software Engineer,151000,5.0,2.0,Distributed Systems (Back-End),Male,40303,511.0,0,1,0,0,0,0,1,0,0,0
57619,other,L2,Software Engineer,67000,4.0,2.0,Distributed Systems (Back-End),Female,6713,0.0,0,1,0,0,0,1,0,0,0,0
57621,other,other,Software Engineer,27000,4.0,0.0,API Development (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
57622,other,L3,Software Engineer,115000,8.0,3.0,DevOps,Male,3651,0.0,0,1,0,0,0,0,1,0,0,0
57625,microsoft,other,Software Engineer,182000,9.0,4.0,Distributed Systems (Back-End),Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
57626,other,L3,Software Engineer,121000,0.0,0.0,other,Male,7422,807.0,0,0,1,0,0,1,0,0,0,0
57627,other,L4,Data Scientist,243000,2.0,0.0,other,Male,7472,807.0,0,0,1,0,0,1,0,0,0,0
57628,other,other,Software Engineer,85000,3.0,0.0,API Development (Back-End),Male,3651,0.0,0,1,0,0,0,0,1,0,0,0
57629,microsoft,other,Solution Architect,178000,20.0,2.0,Web Development (Front-End),Female,11039,623.0,0,1,0,0,0,1,0,0,0,0
57631,other,other,Data Scientist,12000,1.0,1.0,other,Male,4062,0.0,0,1,0,0,0,1,0,0,0,0
57632,salesforce,other,Technical Program Manager,112000,3.0,0.0,other,Male,12008,0.0,1,0,0,0,0,0,0,1,0,0
57633,other,L3,Software Engineer,50000,1.0,1.0,Full Stack,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
57634,other,other,Management Consultant,120000,4.0,1.0,other,Male,3651,0.0,1,0,0,0,0,0,1,0,0,0
57636,other,other,Software Engineer,52000,5.0,1.0,Distributed Systems (Back-End),Male,4058,0.0,1,0,0,0,0,1,0,0,0,0
57637,oracle,other,Software Engineer,457000,8.0,1.0,Distributed Systems (Back-End),Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
57640,other,L1,Software Engineer,54000,0.0,0.0,other,Male,11039,623.0,0,1,0,0,0,1,0,0,0,0
57641,other,other,Software Engineer,194000,14.0,3.0,Full Stack,Male,1180,770.0,1,0,0,0,0,1,0,0,0,0
57645,other,other,Software Engineer,101000,3.0,3.0,Full Stack,Female,11229,641.0,0,1,0,0,0,0,0,0,0,1
57646,other,other,Hardware Engineer,88000,22.0,20.0,other,Male,12119,0.0,0,1,0,0,0,1,0,0,0,0
57650,other,L6,Software Engineer,150000,6.0,6.0,other,Male,9194,613.0,0,1,0,0,0,0,1,0,0,0
57653,salesforce,other,Software Engineer,488000,18.0,0.0,Distributed Systems (Back-End),Male,8820,506.0,0,1,0,0,0,1,0,0,0,0
57654,other,other,Data Scientist,85000,2.0,2.0,other,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
57656,amazon,L3,Software Engineer,176000,1.0,1.0,Distributed Systems (Back-End),Female,11527,819.0,1,0,0,0,0,1,0,0,0,0
57657,other,other,Software Engineer,85000,0.0,0.0,Full Stack,Male,7834,524.0,0,1,0,0,0,0,1,0,0,0
57658,google,L3,Technical Program Manager,163000,4.0,1.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
57660,other,other,Software Engineer,81000,1.0,0.0,Full Stack,Male,9052,505.0,0,1,0,0,0,0,1,0,0,0
57661,other,L7,Software Engineer,162000,10.0,2.0,API Development (Back-End),Male,11527,819.0,0,1,0,0,0,0,0,0,0,1
57662,microsoft,other,Product Designer,190000,8.0,4.0,User Experience (UX),Female,11470,819.0,1,0,0,0,0,1,0,0,0,0
57664,other,L5,Product Manager,175000,20.0,14.0,other,Male,11217,623.0,0,0,1,0,0,1,0,0,0,0
57666,other,other,Product Designer,176000,4.0,0.0,User Experience (UX),Female,7275,803.0,1,0,0,0,0,1,0,0,0,0
57668,other,L5,Software Engineer,185000,14.0,5.0,Full Stack,Male,8836,506.0,0,1,0,0,0,1,0,0,0,0
57670,other,other,Product Designer,141000,15.0,1.0,other,Female,11039,623.0,0,1,0,0,0,1,0,0,0,0
57671,oracle,other,Technical Program Manager,130000,6.0,0.0,other,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
57673,other,L5,other,242000,11.0,4.0,other,Male,41948,807.0,1,0,0,0,0,0,0,1,0,0
57674,other,other,Software Engineer,200000,8.0,0.0,Full Stack,Male,7351,807.0,0,1,0,0,0,1,0,0,0,0
57675,other,other,Software Engineer,137000,7.0,3.0,Full Stack,Male,9916,501.0,1,0,0,0,0,1,0,0,0,0
57676,amazon,L5,Software Engineer,199000,2.0,2.0,Full Stack,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
57677,google,L6,Software Engineer,600000,18.0,5.0,Distributed Systems (Back-End),Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
57678,intel,other,Hardware Engineer,146000,5.0,1.0,other,Male,10522,820.0,1,0,0,0,0,1,0,0,0,0
57679,microsoft,other,Product Manager,227000,17.0,5.0,Product,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
57682,facebook,IC4,Product Designer,261000,10.0,2.0,User Experience (UX),Male,7300,807.0,0,0,0,1,0,0,1,0,0,0
57684,other,other,Data Scientist,151000,5.0,3.0,other,Male,12391,511.0,0,0,1,0,0,0,1,0,0,0
57685,other,other,Software Engineer,54000,5.0,2.0,Distributed Systems (Back-End),Male,4058,0.0,1,0,0,0,0,1,0,0,0,0
57686,oracle,other,Product Manager,220000,20.0,10.0,Technical,Male,7434,807.0,0,1,0,0,0,1,0,0,0,0
57688,other,other,Hardware Engineer,128000,3.0,3.0,other,Male,11039,623.0,1,0,0,0,0,1,0,0,0,0
57690,other,L2,Software Engineer,108000,4.0,1.0,API Development (Back-End),Male,10646,504.0,1,0,0,0,0,1,0,0,0,0
57692,amazon,L7,Product Manager,277000,10.0,6.0,Product,Male,11527,819.0,0,1,0,0,0,0,0,0,0,1
57693,other,other,Product Manager,148000,9.0,0.0,other,Female,10965,635.0,1,0,0,0,0,1,0,0,0,0
57697,other,other,Software Engineering Manager,550000,22.0,15.0,Distributed Systems (Back-End),Male,12008,0.0,0,1,0,0,0,0,1,0,0,0
57701,other,Senior Software Engineer,Software Engineer,861000,15.0,7.0,other,Male,7277,807.0,0,1,0,0,0,0,1,0,0,0
57702,other,other,Software Engineer,143000,6.0,6.0,Full Stack,Male,1320,0.0,0,1,0,0,0,1,0,0,0,0
57703,other,other,other,120000,5.0,3.0,other,Male,7422,807.0,0,1,0,0,0,0,1,0,0,0
57704,amazon,L4,Software Engineer,139000,3.0,1.0,Full Stack,Male,1320,0.0,0,1,0,0,0,0,0,0,0,1
57705,other,other,Software Engineer,91000,15.0,10.0,Distributed Systems (Back-End),Male,10522,820.0,0,1,0,0,0,1,0,0,0,0
57709,other,L3,Software Engineer,120000,5.0,5.0,Data,Male,7422,807.0,0,1,0,0,0,0,1,0,0,0
57711,apple,other,Software Engineer,185000,1.0,1.0,Data,Female,7419,807.0,0,1,0,0,0,0,1,0,0,0
57714,other,L3,other,131000,12.0,2.0,other,Male,11039,623.0,0,1,0,0,0,1,0,0,0,0
57715,other,other,Software Engineer,206000,5.0,3.0,DevOps,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
57716,other,L1,Data Scientist,155000,1.0,1.0,other,Male,8198,602.0,0,1,0,0,0,1,0,0,0,0
57718,other,other,other,105000,8.0,5.0,other,Female,10182,501.0,1,0,0,0,0,0,1,0,0,0
57720,oracle,other,Software Engineer,183000,22.0,10.0,Distributed Systems (Back-End),Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
57721,other,L4,Software Engineer,190000,6.0,2.0,other,Male,1311,0.0,1,0,0,0,0,1,0,0,0,0
57722,other,other,Software Engineer,120000,10.0,5.0,Distributed Systems (Back-End),Male,7839,524.0,0,1,0,0,0,1,0,0,0,0
57723,other,L6,Product Manager,209000,7.0,1.0,Product,Male,8816,506.0,1,0,0,0,0,0,1,0,0,0
57727,other,L4,Software Engineer,156000,8.0,2.0,Web Development (Front-End),Male,1180,770.0,0,0,0,0,1,0,0,0,0,1
57728,other,other,Software Engineer,135000,7.0,1.0,other,Male,11039,623.0,1,0,0,0,0,0,1,0,0,0
57729,amazon,L7,Software Engineer,485000,15.0,10.0,other,Male,7419,807.0,1,0,0,0,0,0,1,0,0,0
57730,other,L5,Software Engineer,201000,20.0,10.0,Full Stack,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
57735,apple,other,Hardware Engineer,300000,9.0,7.0,other,Male,10965,635.0,1,0,0,0,0,1,0,0,0,0
57736,other,L3,Hardware Engineer,30000,2.0,0.0,other,Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
57741,intel,other,Hardware Engineer,266000,16.0,0.0,other,Female,7434,807.0,1,0,0,0,0,1,0,0,0,0
57742,amazon,other,Software Engineer,320000,4.0,4.0,other,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
